ITERATION,F1_SCORE_TRAIN,F1_SCORE_TEST,num_leaves,learning_rate,max_depth,min_child_samples,colsample_bytree,subsample,n_estimators,reg_alpha,reg_lambda,subsample_for_bin
354,1.0,0.9266476088074906,22,0.4247278333828675,8,30,0.5017134740675895,0.20947341511523856,54,0.6475368922128302,0.1805859893972587,36
355,0.9891665616878283,0.9219717289310981,11,0.18833527848828976,5,24,0.3875039980881735,0.3760136494303444,48,0.9990212033283017,0.2506566948914168,38
356,1.0,0.9293172080864691,24,0.3325709325501758,6,19,0.28534442266905313,0.31672682312207223,75,0.26103105699633267,0.36609450152764916,45
357,0.999666666435185,0.9273185797905381,25,0.1144691167919116,10,25,0.21030202213975446,0.2691313862232472,62,0.45335290125057004,0.13516685241766602,40
358,1.0,0.9319756987949928,29,0.267721536538208,9,22,0.18814540949644928,0.4527328158501443,69,0.09278884889984002,0.21562699453946665,29
359,0.9606659728744769,0.9206349770043145,20,0.0804498807408546,8,28,0.31851389593150115,0.34423621668396304,32,0.6030761139158689,0.45472350833620345,33
360,0.9998333332175925,0.9279662468004812,27,0.09234738341427236,7,13,0.4327701571308209,0.46640378244986047,66,0.28571842555040583,0.16234602757519903,31
361,0.9534994480137942,0.919945397555546,32,0.034925360443836394,7,20,0.16471934809903077,0.495477796554775,41,0.1781060173388837,0.6692992951312495,34
362,0.9663323451014325,0.9226323301341394,23,0.06934278945638848,5,23,0.5197023172180424,0.23890358399994313,59,0.4833124677205782,0.5397338596068171,42
363,0.9981666656249992,0.9226327799006547,16,0.2412455272480099,6,21,0.3368201605958092,0.29410043757634985,38,0.706493622130958,0.5165247100571794,32
364,0.9844999142349117,0.9219827727432927,6,0.15375177698816572,8,17,0.23597727320319323,0.41582158388455165,93,0.5580055531131957,0.07374592831226456,41
365,0.9994999998842591,0.925323981563413,19,0.17445097467469453,9,18,0.3583942367743416,0.36745150762397116,57,0.9553815003733171,0.32707383054562794,36
366,0.9984999961805354,0.930636046303043,30,0.12653262942244345,7,15,0.1024274011447696,0.6713561126305445,51,0.4039190128428872,0.11360935260468746,40
367,1.0,0.9252963367219292,18,0.3785324349041853,9,26,0.40277112357057065,0.47948441977409423,100,0.6601241123857153,0.2755244371373176,30
368,1.0,0.9273003821598593,21,0.2032005249388826,5,16,0.145210277440323,0.38921481416856984,78,0.1981392070206902,0.4042263197286263,46
369,0.9714984140773482,0.9213047049795421,22,0.05184377914707672,6,19,0.2764133072677703,0.35194080938040967,70,0.1349954121851289,0.6039374591144567,35
370,1.0,0.9292941076853266,14,0.29450675830151507,8,14,0.29254629671450855,0.3114765087726899,61,0.8850180039938158,0.30316388013194284,39
371,0.9933331865683528,0.9299693422570675,28,0.23528964990728074,4,20,0.3253054056077489,0.5366518158520227,45,0.43505590463853305,0.481024595138662,24
372,0.9993333331018516,0.9259704541017995,34,0.09741457817809762,10,22,0.2521489067896447,0.3813347926196624,81,0.5233029814509742,0.5678339015449472,26
373,0.9836664842552205,0.9226254318687591,13,0.1434879868388439,7,21,0.37936895724639447,0.44127445673060245,36,0.3165878375450251,0.3927865848047509,50
374,1.0,0.9273043129828118,20,0.3203372929297996,6,23,0.4750000812742651,0.14404606711971338,97,0.5738408284573262,0.34858982493403473,48
375,0.9771662156128057,0.9299775233183084,15,0.08448106107472855,8,24,0.22356071183445608,0.33400202355907666,54,0.3734995115572179,0.20124108389905226,43
376,0.9993333331018517,0.9173070073980389,17,0.46997611279993645,9,17,0.17813866404147644,0.42690008191532464,21,0.35313045613954913,0.8228453518067669,37
377,1.0,0.9286383052012439,25,0.10695356240104734,7,18,0.2029468819278475,0.24909185548335055,84,0.5075965447569243,0.23547834658420502,31
378,0.9974999952546069,0.9286288633857833,29,0.16714699546676853,4,21,0.4181468522750906,0.28392015853624697,74,0.7524985920859901,0.4256942188597965,28
379,1.0,0.921972644694451,19,0.20897577070533732,10,16,0.3037705311877131,0.5559698234836536,49,0.2600241559042318,0.36497596077602096,38
380,1.0,0.9313017324621418,32,0.12769243397672256,8,19,0.34321174784787845,0.17876735412854428,67,0.6178622039057955,0.29220647888593365,34
381,1.0,0.923304686503559,26,0.2633403322088131,5,25,0.3660055336324929,0.40238996872655863,43,0.2946637805276574,0.46672148148927556,33
382,0.9834998596051898,0.9045840819660753,22,0.5548803732681397,2,20,0.4423108993913193,0.5072777407142449,47,0.47491032879692757,0.1525626413450631,35
383,0.9713327261412562,0.9252923863905671,36,0.06360499672177329,6,22,0.3913653356087552,0.5888025488571732,64,0.7242585581906915,0.3182686860084825,36
384,1.0,0.9306574205784731,21,0.18539008570312654,7,18,0.2638114709200375,0.2639833605977938,57,0.7813099445337222,0.0917644229845774,42
385,0.9593327661854929,0.9259558861559046,12,0.11345136883246641,9,20,0.12369159360207929,0.22961597204839335,40,0.6851500705503836,0.4438567186612403,27
386,1.0,0.9279844687676858,24,0.14342133822651007,8,14,0.3537619790675762,0.32368059780876424,71,0.5389173152333494,0.7185173883406346,23
387,0.979998801310038,0.9272963827983258,23,0.07592951484569165,6,12,0.15566742283078266,0.4172025256848748,55,0.06489988231322155,0.17896793936783129,32
388,0.9744997325196156,0.9206369684534692,31,0.039611023694493076,10,23,0.5334934288383706,0.4641857228885309,88,0.6297836150722171,0.49777395426098614,30
389,0.9813329990653367,0.9193171844179892,33,0.22889897277407847,3,19,0.2379516513127083,0.29686940494346353,52,0.425391705801592,0.2644304252410038,38
390,0.9559971328385279,0.924635840715071,27,0.04685900015106665,5,24,0.3176496513390998,0.36830061530045316,61,0.23379786263809849,0.37971300667354047,37
391,1.0,0.9233209529047907,7,0.3467331829337262,7,22,0.4598551938906525,0.7031373111490441,76,0.44859057902823407,0.5293780419867717,41
392,1.0,0.9259679915344561,30,0.4211048729073278,8,26,0.19408905312513058,0.4867617192676537,79,0.15791186658956835,0.21844219010732607,39
393,1.0,0.9313054931112905,17,0.2812705311287225,7,21,0.42968214943260435,0.3428725930242357,50,0.018335866343376306,0.6864624778384397,34
394,1.0,0.9266297858857737,38,0.09696578136367937,9,16,0.284605627058548,0.4549993557730404,63,0.3944096767496964,0.24613219245743923,45
395,0.9464991600490592,0.9139776555832899,20,0.15749010180099918,6,17,0.21552242486967857,0.39568877348016407,10,0.5880441903089595,0.3414782432729438,28
396,1.0,0.9293116939491914,19,0.1352096762363301,8,23,0.49163150271044054,0.3579551619434394,68,0.11087013726247895,0.4166366597870025,40
397,0.9768327512349362,0.9239820964555274,16,0.19844538610478757,4,10,0.41248733925658315,0.3838960747151549,34,0.8135077998420269,0.1280566971721282,32
398,0.999666666435185,0.9306265497797277,18,0.1794166325887032,10,19,0.10000549606897197,0.11015867971474741,59,0.3367079663646909,0.5557680148156133,35
399,0.963165797761356,0.9266437819819048,9,0.11864307699839795,5,22,0.37136841352185723,0.31714979679112565,46,0.5598494501289126,0.30314989401449827,31
400,1.0,0.9219439123969698,26,0.756336956034387,9,27,0.25813936257202624,0.12494864662156493,65,0.18613656714007887,0.651548658042039,44
401,0.9751664989551786,0.9286522826827245,35,0.055580011793858276,8,25,0.17232323737697672,0.5202897964316422,72,0.5004472247651472,0.19631590434589458,37
402,1.0,0.9306428900007486,33,0.16283880237301027,8,20,0.5749463727369893,0.4103317839937976,82,0.08615954199028493,0.6232888640887115,36
403,1.0,0.9279684678956676,41,0.21052129798007474,8,20,0.6571988132762319,0.4346691970162607,76,0.21411724466937906,0.640116858294278,34
404,1.0,0.9279748841978549,37,0.13794537981993094,8,21,0.6411803147496867,0.44199022306416336,74,0.14432814929273258,0.7702122349365808,36
405,1.0,0.9299355967519303,32,0.2529446766649707,8,21,0.591380762333516,0.4203370257531205,68,0.09544174798704685,0.5916569651576158,38
406,1.0,0.9292901576149021,34,0.17774877271385722,8,19,0.7019853398261433,0.47526899068801454,70,0.050957205217489726,0.7601138961500689,40
407,1.0,0.9306468627790224,39,0.15488666434678988,7,20,0.6217604054338418,0.3522364401622948,78,0.17381021909090674,0.7003699675308654,33
408,1.0,0.9292925039637019,35,0.08705465352731104,9,18,0.5688023321649,0.37686764535972095,65,0.1356638852065762,0.6647602006940942,39
409,0.9993333331018517,0.9286534710190593,29,0.10640777929823447,8,20,0.5012090292652092,0.405138866648328,60,0.2378030296008187,0.8055140220292512,37
410,1.0,0.9246341919898817,37,0.22337351784945228,7,22,0.5484848811802251,0.36416753499152704,72,0.11507301532087227,0.6350257046142519,35
411,1.0,0.9306385810349681,36,0.12929086329971298,8,18,0.5899561972520194,0.3267597209459,67,0.16172807611216664,0.606335861772551,33
412,1.0,0.9286482514985159,28,0.19218886646772756,7,21,0.6778972661771019,0.4533919682068472,86,0.1899162710268037,0.869204289785015,37
413,1.0,0.9253273028820133,38,0.3062232471755896,9,19,0.561593257480937,0.4964403168009329,63,0.20946765855670402,0.6740694360132073,36
414,1.0,0.9279736411086599,24,0.16442664296272935,8,17,0.7240977400450764,0.3385494221415843,56,0.2591041657891068,0.7815460960382652,41
415,1.0,0.9279672008047888,31,0.11980390969722678,9,23,0.540078613801318,0.3937922677546445,80,0.279616696082257,0.7316377031097236,34
416,1.0,0.9226128335010337,40,0.24509398327538015,7,19,0.598259645041655,0.30568718467316863,58,0.03994234757230694,0.5990329072422254,39
417,1.0,0.9252851674928838,34,0.2922777427864994,8,21,0.5141026048617994,0.42898570553493737,62,0.005364403151745273,0.5776045233011562,38
418,1.0,0.9279385720546015,30,0.14819101650396027,9,22,0.627273581796226,0.4142636636725636,69,0.06903925021569662,0.5179446685301503,42
419,1.0,0.9226401218409521,33,0.3849713214596491,7,24,0.3289905749194203,0.4697439434281696,83,0.3076262704438999,0.7465705927992053,35
420,0.9958333269675783,0.9299732028010814,27,0.07263430865835958,8,21,0.2714401154492644,0.3832433230374522,74,0.2149548201163564,0.5739930633721964,43
421,0.9941666406247446,0.9259813943870083,23,0.09401834127434376,7,18,0.5301737679906087,0.2776319504016622,53,0.24570319534702506,0.5454898322112949,31
422,1.0,0.9279761479997131,25,0.22019472348821592,8,17,0.4719273557146073,0.36981703387563786,55,0.27552776168337667,0.4977858278635,32
423,0.999333332175923,0.9366516311210111,21,0.10816813115563848,9,23,0.3475043208168449,0.44470120695629617,66,0.13207393239216908,0.9155314114074902,40
424,0.9743330916638098,0.9266333777461059,21,0.06910950740293403,10,26,0.38403757510591074,0.5329047118355009,49,0.10261924668886677,0.967116937797461,41
425,0.9926666442127544,0.9326416049319489,22,0.08054058956862689,10,23,0.34329434401109105,0.571293068464044,61,0.03402757521014971,0.8936322983283307,40
426,0.970999901851342,0.9212957703602097,21,0.060692446900171046,10,24,0.39865007894924276,0.4808410709063789,51,0.15268967149095058,0.8992867165156795,44
427,0.9961666549768013,0.9326523736017673,20,0.10575296004794925,10,23,0.29883671312526267,0.515239873808499,57,0.12427764081653242,0.9359166271961795,40
428,0.9919999796295326,0.9192959447320013,20,0.10391162430726712,10,28,0.28930137232711267,0.5051007223712316,54,0.02015145026409386,0.935168755606733,46
429,0.964999805784192,0.9279674360794751,18,0.0504416094204209,10,25,0.30028840308837573,0.5476054928581989,58,0.0025407669126594756,0.8507302671700565,42
430,0.9719997027725251,0.9233065359026226,16,0.07653775554552912,10,27,0.3180787660648311,0.5956881958665711,48,0.12226679101282785,0.9441894892907561,47
431,0.9783331888857212,0.9259736072191714,20,0.08607114205490728,10,25,0.23953170734047963,0.62965806237128,45,0.07257851381443742,0.9237158354659553,43
432,0.9536661354027423,0.9219632796489254,14,0.041217256937748616,10,24,0.3003436419962951,0.6595549892775938,53,0.04767931471368392,0.9883979502533908,42
433,0.9658326095838696,0.9226098252540418,15,0.06517571021444146,10,24,0.31228726711767274,0.5258856186562207,50,0.12574849588987239,0.8800045401046365,45
434,0.9866665840266922,0.9272744396192728,17,0.09555448701868965,10,23,0.27512080898666713,0.5775976782120225,56,0.06885071015743732,0.8386429938837863,39
435,0.9928333269675764,0.9293137848241113,22,0.12217396923289192,9,23,0.33745682771040547,0.4952656276005548,42,0.09885379546053623,0.9968167938412331,40
436,0.9608327871344194,0.9239745668550936,18,0.05585119436711805,9,25,0.2529494601733485,0.6174921471402088,52,0.6526414727087465,0.9084056083061663,43
437,0.9583329742994092,0.918632154040969,19,0.044750976062768906,9,29,0.3497653317358925,0.5549658386963725,47,0.18853724299441688,0.9683705655445267,41
438,0.9989999997685184,0.9226210176697258,23,0.1129244168960948,10,22,0.22625213510264047,0.5200630974517578,60,0.14641824552049149,0.8673152933277433,38
439,0.9851665598359423,0.9232980044734539,21,0.07773243264942238,10,26,0.2824807868119059,0.5457440450387252,56,0.029858632727223458,0.9536775492060624,49
440,0.9511664466402774,0.9219659038044188,16,0.03052835690551637,9,24,0.33030712631945863,0.5048622122869497,58,0.6095611358061531,0.8152957734823427,45
441,0.9506662189695749,0.9199623338940442,13,0.03644261037608782,10,27,0.26262408329367015,0.5133611011791019,66,0.6741517443132045,0.9296794727474541,39
442,0.9918333130786048,0.9273049112690506,24,0.10078647104062756,9,23,0.3605507880251912,0.4882806339922172,54,0.5771714618799597,0.9099701867881329,43
443,0.9781665702538701,0.9293246356878457,19,0.08271247585624161,9,22,0.3015520842246739,0.539669143124896,44,0.0043957159772708004,0.8346844931222415,44
444,0.9631664531224559,0.9293049920748977,15,0.06775625189024487,10,26,0.23909675563922833,0.46395867108614064,51,0.08016422309887145,0.9866715365662471,42
445,1.0,0.9313097826487896,17,0.1330307423907054,9,25,0.2940273523910611,0.4487337658097408,91,0.5364910652721987,0.9514441570498569,40
446,0.9948333311342576,0.9239813569126586,20,0.14510011207533616,10,24,0.3211635368556909,0.602778727145699,48,0.694667223969834,0.8602597426314953,38
447,0.9928332903929349,0.9293206494072337,23,0.08916540752777456,9,22,0.21357400434860457,0.4410106031150253,63,0.4640058089770694,0.8235898583274841,47
448,0.9856665782400562,0.9279773544948021,24,0.10579180348708507,10,23,0.3120613713525311,0.685872388626722,39,0.05562128810399075,0.7810354402655433,41
449,0.9969999914351367,0.9259446931384758,22,0.11462103971001887,9,25,0.3503038588714248,0.4763923121119099,59,0.6307653127813113,0.8848907620102967,48
450,0.9934999936342471,0.9279724849139918,18,0.17728366095791678,10,22,0.3702278545110997,0.5557775413335843,41,0.918834391453673,0.9638269684502293,40
451,0.9826666020829876,0.9239769051921499,25,0.07233818912511794,9,28,0.25178932507310964,0.5670952127181464,61,0.12981079884447838,0.909249824438656,46
452,0.9616665995367282,0.9272995771183103,19,0.060648652965140375,10,26,0.2747490513384825,0.5085794472491028,46,0.16537355504788248,0.9329378686240576,36
453,0.9864998540478519,0.9206300768110536,21,0.12991663196527767,9,20,0.18667891474711057,0.53295504612029,43,0.7165440198945545,0.8876996079804996,37
454,0.9874999336800505,0.9279722314100164,22,0.09584425271296632,9,24,0.3380625633347699,0.5846235936072622,57,0.8495962919884884,0.7989486883513284,39
455,0.9566663773121252,0.9279878490889981,12,0.05006276079282697,10,21,0.19989260267714729,0.45933495074284303,64,0.6006024376761822,0.8464782769539002,41
456,0.9981666663194441,0.9273135104998398,17,0.14590924441668393,10,23,0.22906653214959863,0.48945791970852254,52,0.10222232579380686,0.9834203353759391,44
457,1.0,0.9299790357432867,26,0.19996646356315043,9,20,0.26395145770795986,0.42883084126161375,49,0.5159301047680157,0.999860781429787,37
458,0.9476665430550298,0.9066376845891775,14,0.023299252230578937,9,21,0.30863471213127275,0.4591239049905529,54,0.4925328445850272,0.2851242986995945,50
459,1.0,0.91928154641618,23,0.1658255134023832,10,24,0.286072508613062,0.4804083662854237,67,0.5563301846304634,0.976328912410249,38
460,0.9983333328703698,0.9273138355974814,20,0.11945928223744853,9,22,0.38592853526958837,0.5135038130375299,55,0.19741992086180032,0.8747386139917834,42
461,0.9998333332175925,0.9279510536877955,16,0.265300751571548,10,19,0.3624636732384533,0.6382559572683701,45,0.7552869822464174,0.942017860318801,40
462,0.998333323148058,0.9326343009318243,11,0.18616716290050578,9,23,0.3261800577514952,0.5279569875532475,61,0.35878291139890733,0.792672741618088,39
463,0.9674995697813232,0.9252994112088594,18,0.10853724713438914,10,25,0.13318934598660523,0.4492311133020071,38,0.6668927561911954,0.7368441808551955,43
464,0.96849928942918,0.9266312435374294,19,0.05708328329985628,9,27,0.16277141967677208,0.4400571792132647,70,0.6312165159052974,0.9205793320151875,45
465,0.9743327127054842,0.923972161325662,15,0.08884468805413158,8,21,0.21205329980939963,0.4703468643729414,50,0.579498673768552,0.23052574931570613,35
466,1.0,0.9272920491461015,13,0.23750416601903507,10,22,0.24985776689560502,0.4952822913667859,65,0.0010206320647254963,0.01677866773834158,42
467,1.0,0.9266427282932683,21,0.13567868505626618,9,15,0.39689668851405485,0.40449830458953184,58,0.4181056145540698,0.2600933187685159,36
468,1.0,0.9233037121639104,25,0.3280524784781925,8,20,0.37751265398228284,0.42413331010714905,53,0.7332889684173441,0.15699855530241597,41
469,0.990999954166303,0.9299675108328872,24,0.08157312107340735,10,18,0.34690139214034993,0.5424534837215461,56,0.2204545929406946,0.8117666110762476,39
470,0.9668330290475897,0.9246462650026472,22,0.06553765374243894,9,26,0.2964015949270081,0.5664599341953532,47,0.1128844323869532,0.9968022582932174,37
471,1.0,0.9266286389430372,20,0.15297788956261787,8,20,0.27159236250812646,0.4000550508752555,94,0.14490920545115793,0.3333217900468231,38
472,1.0,0.9286284538897835,21,0.20120595566882774,9,23,0.24481910734622567,0.5793958076578415,59,0.17327132548286733,0.7619163111720064,34
473,0.9998333332175925,0.9219693824756348,25,0.12401340485497468,10,19,0.3261736679086007,0.6108612493215451,62,0.5259425816483296,0.051849682803562835,35
474,0.9466660319315228,0.913960646525078,26,0.00904727763419437,8,27,0.35777096461121793,0.4347822455966559,77,0.027620696200598982,0.17841580947635577,33
475,0.964499826040211,0.9246469188120117,18,0.027607393946515194,9,24,0.40779786490728864,0.41499877150053904,89,0.057802716063901985,0.3609781409125407,44
476,0.9493330310162001,0.9179725754745304,10,0.07364201635570078,10,22,0.22390848742569805,0.38749204642877566,36,0.332054792747167,0.21692339635494945,36
477,0.9588328561093953,0.9252762684350386,17,0.03334816985701918,8,21,0.2878586667201375,0.4586285905810146,72,0.44381262607127275,0.9997247259137361,40
478,0.9988333318287006,0.9246132657921133,27,0.10238191880929676,10,19,0.31041763707896575,0.6497522415411248,51,0.3836202804508318,0.11317118556682534,46
479,0.9998333332175925,0.9266119887389305,23,0.22434868544915343,8,23,0.1815523039759449,0.48755839374231036,43,0.5470609891073592,0.3937495054197951,38
480,1.0,0.9239729653226976,14,0.17157296025093657,9,29,0.3370024713782269,0.5029774252216,66,0.47331272740695485,0.31679633113790395,37
481,1.0,0.9306314268505386,16,0.26968588038745817,9,17,0.37189321851310697,0.4737551605504639,48,0.07975266061890612,0.2774434619733701,43
482,0.9501663396947709,0.925975473864874,19,0.04733459936889398,8,25,0.11505022404284257,0.5560972506061285,41,0.6991137416161314,0.8541616920185642,42
483,0.993999941202899,0.925285153324837,24,0.11131815745322002,10,22,0.14427469297758294,0.5196423782244188,60,0.31677872539382756,0.24317531032486128,17
484,1.0,0.9279651932416311,20,0.3687130787557864,9,20,0.2057544906435132,0.37733079003447473,68,0.6567555999928993,0.2008451368117251,39
485,1.0,0.9293040173241703,22,0.09125515245857733,8,24,0.25871311236302563,0.34179276033713146,99,0.6082545286322285,0.34758085606659694,34
486,0.9993333328703701,0.9286422306134791,17,0.14070504213301135,10,28,0.2744919511436518,0.3508635406294617,64,0.25104920741420234,0.8953969789545956,33
487,0.999666666435185,0.923298590414975,15,0.1581233028123306,9,16,0.3197512175385544,0.5979648873506135,56,0.19885343626409413,0.7071798099112423,35
488,0.9636658284490547,0.9219672592035835,21,0.04289771768491939,10,18,0.2376190442025768,0.44518171245995536,53,0.7937288510555818,0.1316126268192293,41
489,0.9924999396983185,0.9273061277364942,12,0.19994253637889856,8,21,0.3021919059593637,0.4243877320900374,45,0.4952750905603116,0.9460060373565714,36
490,1.0,0.926632851019433,23,0.30763916467143704,9,21,0.38799502572164657,0.39508015018516146,31,0.7699204440639135,0.2923645396284573,47
491,1.0,0.9246237036574485,19,0.2521076389870163,10,20,0.34976513695192774,0.6255717327433192,84,0.2304266001849967,0.3805425974864972,38
492,1.0,0.9319784326245598,26,0.17748039156860254,8,23,0.4268992041666851,0.29916817161251386,71,0.17695745740627483,0.2657794280934065,48
493,0.9988333320601823,0.9299839861675625,28,0.08157337775514242,9,22,0.1921831601595429,0.4696612385672957,81,0.29625267950295364,0.44044002845193286,40
494,1.0,0.927305472523404,18,0.12414315968851826,7,25,0.2793066148173938,0.40974673996477406,75,0.08763981518637912,0.16477869346627907,44
495,1.0,0.9279641366700966,20,0.45440868693315867,8,18,0.29184101437133303,0.3612344905387233,58,0.13472873605033936,0.3338993424488137,29
496,0.9414995626023309,0.913289222144918,22,0.010384144034097143,9,26,0.17130746311521716,0.531272763262552,50,0.5864964982715359,0.2424766605354241,32
497,0.9804998607620232,0.9273118948568992,25,0.059788512688693146,10,19,0.3387453466721416,0.4522898366558374,63,0.2682395377836753,0.8253686615196514,30
498,0.9679990453286733,0.929966723596476,15,0.07062521682490018,8,23,0.2635610143114101,0.7379999506190064,55,0.3982130019686853,0.7233758909767253,43
499,0.9919999782405616,0.9266365329107252,24,0.10193205033243925,9,21,0.36267505217030593,0.3218059191917532,48,0.6471491275141037,0.31608950155486787,41
500,1.0,0.9313092683780626,27,0.1389516449627385,10,24,0.2277789189873543,0.48910335957840184,96,0.3600515260786139,0.9175233060921143,45
501,1.0,0.9239820831471877,16,0.21029922919229282,7,17,0.402514844493814,0.3322188780972587,86,0.6815727071796123,0.07754812306008457,37
502,0.9543329504560166,0.9232803556582759,19,0.05458033592531227,8,19,0.15616644823703665,0.5055313712754849,28,0.5135778747901452,0.03416126164734115,40
503,1.0,0.9286325030691474,22,0.3371751853205204,10,22,0.31227495706412617,0.4318639255262464,60,0.5606353734115237,0.1881155870250562,36
504,1.0,0.9286028661965547,14,0.15476481112181698,9,15,0.24513530515964083,0.5427601130802585,73,0.4435678985855689,0.3993174500573683,39
505,0.9936666604166525,0.9233094353556993,23,0.09309263397524072,8,7,0.3303156127432542,0.26550605606729866,51,0.15300562578405277,0.9637178161492066,33
506,1.0,0.9273017676841484,21,0.28550594099982246,7,20,0.41487878164841374,0.3741277626207954,79,0.04963368303334645,0.3594242309755568,49
507,1.0,0.9213040429353209,13,0.18619920335257611,10,11,0.3799842933029126,0.31197264531449004,69,0.11652516812539282,0.7843635276470089,35
508,0.9458329892322436,0.9166165796745641,17,0.015570786014694658,9,25,0.2203343005765111,0.3920756731189019,66,0.4150952027377408,0.22261216804032724,42
509,0.9998333332175925,0.9339678160039767,24,0.11194507744267074,7,16,0.30251722978536555,0.5223822632043323,57,0.019177179028703153,0.3043642353073419,36
510,1.0,0.9266516230196306,28,0.23543143021892618,7,13,0.3526517320682575,0.5590642925755966,46,0.020755001231987813,0.2828068283376302,32
511,1.0,0.9299681815353441,25,0.12972842323009112,7,14,0.449859495458919,0.5781371615585407,62,0.6183672675810468,0.25711396722501234,31
512,0.9904998466393071,0.9273108716165485,26,0.11270252142804471,7,12,0.20532577385518874,0.2921876032243035,38,0.03192866177584156,0.41725967994605706,30
513,0.9841662424577736,0.9239691983303668,27,0.173615899898917,7,15,0.36730548287615994,0.4086357094588892,24,0.7188471864105603,0.46230398281977425,34
514,1.0,0.9272908239104183,29,0.22199652000326137,7,16,0.2795497650045708,0.2508769396199773,53,0.0008767884590822582,0.3043292162308485,34
515,0.9706653804248818,0.9259693266998472,24,0.06678635839133724,7,14,0.3201907933492729,0.462073326900736,41,0.47481443458926215,0.3740955106993959,35
516,1.0,0.927287454662428,26,0.4150416761700002,7,16,0.25768048942342603,0.4767364787721165,43,0.5347768989987153,0.20581172107918982,31
517,1.0,0.9286452695566245,24,0.12082977012682383,7,15,0.4218383215758183,0.35031353949443667,92,0.7491619422746463,0.32925253354182926,33
518,1.0,0.919940413696928,25,0.6028474896903288,7,13,0.39589797847493624,0.21293823445569215,55,0.5935116750334517,0.1430333730202713,28
519,1.0,0.9272874596368903,23,0.49065157706910417,8,17,0.3409587413616963,0.44033660540018893,59,0.6385513839118658,0.29758415186939235,29
520,1.0,0.9286495109009533,21,0.1511432006367942,7,16,0.13213776884443473,0.5256954262170738,65,0.002208115188200771,0.3478110064342838,37
521,0.9586656962635207,0.9106186996864374,27,0.08244770170835973,8,14,0.3046761129465921,0.4218363454165026,13,0.4532367527885241,0.1010360086265194,32
522,1.0,0.9246068245747203,18,0.2609429138304441,7,15,0.18608258859850194,0.37940256370744174,68,0.5733469578561206,0.23305055931982877,36
523,0.9626664467565968,0.9239580385866818,28,0.0383794007094323,8,13,0.11068385498820578,0.5872007866989022,49,0.49908668941288936,0.2698358515446738,38
524,0.9846664372637853,0.9286456404523378,22,0.07481643064929647,7,10,0.28668450251844485,0.35994656207761094,57,0.6714170589849345,0.39652980906740093,34
525,0.9963333194443807,0.9266183338185321,20,0.19225584032020518,8,17,0.2426478971679334,0.48662085777760444,34,0.6987780125232643,0.16950063364079845,36
526,0.9963333293981413,0.9246384214879294,25,0.09396012917168309,8,12,0.2656720468473178,0.28598621739629126,62,0.8241968083835478,0.4305267380949851,38
527,1.0,0.9226460341787395,23,0.3091322879088767,7,18,0.4389140774584745,0.4976397463932946,52,0.5468821822504253,0.2514746259300785,35
528,1.0,0.9306427816272747,26,0.3753465674352339,6,16,0.3223127900574515,0.40118287081884163,70,0.9703250695727302,0.47774640610873687,33
529,1.0,0.9266294826173798,19,0.16922899905759864,8,11,0.14255330261448948,0.32583934321999125,77,0.37513731441259496,0.3673022692570641,37
530,0.999666666435185,0.9273008445223002,29,0.13974802117714405,7,17,0.36999983510435663,0.45638728997176004,47,0.42593923416421314,0.2822921146597189,30
531,1.0,0.9239631671487679,21,0.21367128133938507,8,18,0.21235630941955735,0.4180484338640677,88,0.05519867716281138,0.32700268446653014,27
532,1.0,0.9259677376813812,24,0.2789752435717102,6,15,0.22965354294780568,0.237896818049473,44,0.34132402829032116,0.1981401119862532,31
533,0.9681660408367676,0.9226231700390837,17,0.05097738649297261,7,9,0.3893531469069522,0.5420157301739842,54,0.0735947069845069,0.22433476226027013,32
534,0.9806665266186141,0.927975396999377,16,0.06093341540067719,8,14,0.3541016605330926,0.5666682617217409,73,0.609347390908618,0.3066507907464009,37
535,0.9928333163193575,0.9326426870597324,22,0.11172793237388813,8,18,0.17281669247078174,0.7196652769140386,60,0.9035165919157229,0.45098622753897427,39
536,1.0,0.9199489388339271,18,0.5355245920191171,7,16,0.33372626039522585,0.33967912722603616,64,0.4663448468366363,0.34822683979579594,29
537,0.9619996259199484,0.9246326650286367,9,0.1311391054529678,6,19,0.3794843040899065,0.4399312189936759,37,0.5201625379917881,0.40507889905228917,34
538,0.983333122450712,0.9245949470056255,11,0.1585798832600872,7,17,0.301613935565933,0.3634993616372031,40,0.017820624773438487,0.17953869732870684,35
539,0.9853332564805678,0.927980476924604,30,0.08764167183897079,8,19,0.20034809216928462,0.6165725298489741,50,0.6576119679836633,0.1516706894919297,38
540,0.9873333164351463,0.9339840018646731,20,0.0989794376759786,8,15,0.10038023058951587,0.3853160392606875,57,0.7759121986076314,0.1274512048457746,41
541,0.9643332259254965,0.9299851886085324,14,0.06557547447474586,8,12,0.151841371696037,0.19460326300663855,56,0.8399983806397531,0.07039254213341897,41
542,0.9578325630540862,0.9279631654044644,18,0.04750840274780423,7,13,0.10621800782789763,0.3059278484872145,52,0.9447622756670161,0.004267535657740573,45
543,0.9538326072598549,0.9286444270883827,19,0.04099855924076974,6,14,0.10109307287408587,0.27143619697852034,58,0.9191508577648047,0.046034359652591464,46
544,0.9631655400977472,0.9279717137771477,16,0.05344357390108654,7,13,0.12017236663552253,0.3865209485296055,61,0.8130341291453363,0.01947689230212185,43
